id,name,type,test_type_codes,test_type_labels,job_family,job_levels,industry,remote_testing,adaptive_irt,duration_minutes,description,languages,url,use_cases,keywords,job_family_id,job_level_ids,sub_industry_ids,skill_ids,cognitive_domain_ids,ucf_competency_cluster_ids,delivery_proctoring_id,delivery_bandwidth_id,delivery_device_ids,accessibility_flags,confidence_score,confidence_band,schema_version,effective_from,valid_until,lifecycle_status,gdpr_compliant,bias_audit_required,right_to_explanation
411,R Programming (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"R Programming (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/r-programming-new/,Talent Acquisition,r programming (new) | knowledge & skills | information technology | programming,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
412,ReactJS (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"ReactJS (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/reactjs-new/,Talent Acquisition,reactjs (new) | knowledge & skills | information technology | reactjs,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
413,Reading Comprehension - English v1,Individual Test,A,Ability & Aptitude,Business,Entry-Level | Front Line Manager | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Reading Comprehension - English v1 is an individual SHL assessment measuring Ability & Aptitude. Suitable for Entry-Level, Front Line Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/reading-comprehension-english-v1/,Talent Acquisition,reading comprehension - english v1 | ability & aptitude | business | reading | comprehension | english,JF_BUS_001,JL_ENT_001|JL_FLM_001|JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_ABS_001|COG_IND_001|COG_NUM_001|COG_VRB_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
414,Reading Comprehension - Spanish v1,Individual Test,A,Ability & Aptitude,Business,Entry-Level | Front Line Manager | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Reading Comprehension - Spanish v1 is an individual SHL assessment measuring Ability & Aptitude. Suitable for Entry-Level, Front Line Manager candidates in Business roles.",English (USA) | Spanish | Japanese | Latin American Spanish | English (South Africa),https://www.shl.com/products/product-catalog/view/reading-comprehension-spanish-v1/,Talent Acquisition,reading comprehension - spanish v1 | ability & aptitude | business | reading | comprehension | spanish,JF_BUS_001,JL_ENT_001|JL_FLM_001|JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_ABS_001|COG_IND_001|COG_NUM_001|COG_VRB_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.8,MEDIUM,2.0,2026-03-01,,active,True,True,True
415,Reading Comprehension v2,Individual Test,A,Ability & Aptitude,Business,Entry-Level | Front Line Manager | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Reading Comprehension v2 is an individual SHL assessment measuring Ability & Aptitude. Suitable for Entry-Level, Front Line Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/reading-comprehension-v2/,Talent Acquisition,reading comprehension v2 | ability & aptitude | business | reading | comprehension,JF_BUS_001,JL_ENT_001|JL_FLM_001|JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_ABS_001|COG_IND_001|COG_NUM_001|COG_VRB_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
416,RemoteWorkQ,Individual Test,C,Competencies,Business,Director | Entry-Level | Executive | Front Line Manager | General Population | Graduate | Manager | Mid-Professional | Professional Individual Contributor | Supervisor,,False,False,,"RemoteWorkQ is an individual SHL assessment measuring Competencies. Suitable for Director, Entry-Level candidates in Business roles.",English (USA) | English International | French | German | Spanish | Dutch | Arabic | Chinese Simplified | Japanese | Portuguese | Portuguese (Brazil) | Italian | Turkish | Indonesian | Latin American Spanish | French (Canada) | English (South Africa),https://www.shl.com/products/product-catalog/view/remoteworkq/,Talent Acquisition,remoteworkq | competencies | business,JF_BUS_001,JL_DIR_001|JL_ENT_001|JL_EXC_001|JL_FLM_001|JL_GEN_001|JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001|JL_SUP_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_CRT_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_CTR_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.8,MEDIUM,2.0,2026-03-01,,active,True,True,True
417,RemoteWorkQ Manager Report,Individual Test,C,Competencies,Business,Director | Entry-Level | Executive | Front Line Manager | General Population | Graduate | Manager | Mid-Professional | Professional Individual Contributor | Supervisor,,False,False,,"RemoteWorkQ Manager Report is an individual SHL assessment measuring Competencies. Suitable for Director, Entry-Level candidates in Business roles.",English (USA) | English International | Spanish | Arabic | Chinese Simplified | Japanese | Portuguese | Portuguese (Brazil) | Italian | Indonesian | Latin American Spanish | English (South Africa),https://www.shl.com/products/product-catalog/view/remoteworkq-manager-report/,Talent Acquisition,remoteworkq manager report | competencies | business | remoteworkq | manager | report,JF_BUS_001,JL_DIR_001|JL_ENT_001|JL_EXC_001|JL_FLM_001|JL_GEN_001|JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001|JL_SUP_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_CRT_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_CTR_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.8,MEDIUM,2.0,2026-03-01,,active,True,True,True
418,RemoteWorkQ Participant Report,Individual Test,C,Competencies,Business,Director | Entry-Level | Executive | Front Line Manager | General Population | Graduate | Manager | Mid-Professional | Professional Individual Contributor | Supervisor,,False,False,,"RemoteWorkQ Participant Report is an individual SHL assessment measuring Competencies. Suitable for Director, Entry-Level candidates in Business roles.",English (USA) | English International | Spanish | Arabic | Chinese Simplified | Japanese | Portuguese | Portuguese (Brazil) | Italian | Indonesian | Latin American Spanish | English (South Africa),https://www.shl.com/products/product-catalog/view/remoteworkq-participant-report/,Talent Acquisition,remoteworkq participant report | competencies | business | remoteworkq | participant | report,JF_BUS_001,JL_DIR_001|JL_ENT_001|JL_EXC_001|JL_FLM_001|JL_GEN_001|JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001|JL_SUP_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_CRT_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_CTR_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.8,MEDIUM,2.0,2026-03-01,,active,True,True,True
419,RESTful Web Services (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"RESTful Web Services (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/restful-web-services-new/,Talent Acquisition,restful web services (new) | knowledge & skills | business | restful | services,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
420,Retail Sales and Service Simulation,Individual Test,"B,K,S,A",Biodata & Situational Judgement | Knowledge & Skills | Simulations | Ability & Aptitude,Sales,Entry-Level | Graduate | Manager,Retail,True,False,25.0,"Retail Sales and Service Simulation is an individual SHL assessment measuring Biodata & Situational Judgement and Knowledge & Skills and Simulations. Suitable for Entry-Level, Graduate candidates in Sales roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/retail-sales-and-service-simulation/,Talent Acquisition,retail sales and service simulation | biodata & situational judgement | knowledge & skills | simulations | ability & aptitude | sales | retail | service | simulation,JF_SAL_001,JL_ENT_001|JL_GRD_001|JL_MGR_001,IND_RET_GEN_001|IND_RET_ECM_001,SKL_SOFT_NEG_001|SKL_BUS_SAL_001|SKL_SOFT_COM_001|SKL_SOFT_LDR_001,COG_ABS_001|COG_CRT_001|COG_IND_001|COG_LRN_001|COG_NUM_001|COG_SPD_001|COG_VRB_001|COG_WMM_001,CL_IP_001|CL_EP_001|CL_LD_001,PRO_NON_001,BW_HGH_001,DEV_DTP_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.9,HIGH,2.0,2026-03-01,,active,True,True,True
421,Reviewing Forms - US (R1),Individual Test,K,Knowledge & Skills,Business,Entry-Level | Graduate | Manager | Mid-Professional,,True,False,,"Reviewing Forms - US (R1) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Entry-Level, Graduate candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/reviewing-forms-us-r1/,Talent Acquisition,reviewing forms - us (r1) | knowledge & skills | business | reviewing | forms,JF_BUS_001,JL_ENT_001|JL_GRD_001|JL_MGR_001|JL_MID_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
422,Ruby (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Ruby (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/ruby-new/,Talent Acquisition,ruby (new) | knowledge & skills | information technology | ruby,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
423,Ruby on Rails (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Ruby on Rails (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/ruby-on-rails-new/,Talent Acquisition,ruby on rails (new) | knowledge & skills | information technology | ruby | rails,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
424,Sales & Service Phone Simulation,Individual Test,"S,B",Simulations | Biodata & Situational Judgement,Sales,Entry-Level | Graduate | Manager,,True,False,25.0,"Sales & Service Phone Simulation is an individual SHL assessment measuring Simulations and Biodata & Situational Judgement. Suitable for Entry-Level, Graduate candidates in Sales roles.",English (USA) | English International | French | German | Spanish | Dutch | Chinese Simplified | Japanese | Portuguese | Portuguese (Brazil) | Italian | Latin American Spanish | French (Canada) | English (Australia) | English (South Africa),https://www.shl.com/products/product-catalog/view/sales-and-service-phone-simulation/,Talent Acquisition,sales & service phone simulation | simulations | biodata & situational judgement | sales | service | phone | simulation,JF_SAL_001,JL_ENT_001|JL_GRD_001|JL_MGR_001,,SKL_SOFT_NEG_001|SKL_BUS_SAL_001|SKL_SOFT_COM_001|SKL_SOFT_LDR_001,COG_CRT_001|COG_WMM_001,CL_IP_001|CL_EP_001|CL_LD_001,PRO_NON_001,BW_HGH_001,DEV_DTP_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.87,HIGH,2.0,2026-03-01,,active,True,True,True
425,Sales & Service Phone Solution,Individual Test,"B,P,S",Biodata & Situational Judgement | Personality & Behavior | Simulations,Sales,Entry-Level | Graduate | Manager,,True,False,40.0,"Sales & Service Phone Solution is an individual SHL assessment measuring Biodata & Situational Judgement and Personality & Behavior and Simulations. Suitable for Entry-Level, Graduate candidates in Sales roles.",English (USA) | English International | French | German | Spanish | Dutch | Chinese Simplified | Japanese | Portuguese | Portuguese (Brazil) | Italian | Latin American Spanish | French (Canada) | English (Australia) | English (South Africa),https://www.shl.com/products/product-catalog/view/sales-and-service-phone-solution/,Talent Acquisition,sales & service phone solution | biodata & situational judgement | personality & behavior | simulations | sales | service | phone | solution,JF_SAL_001,JL_ENT_001|JL_GRD_001|JL_MGR_001,,SKL_SOFT_NEG_001|SKL_BUS_SAL_001|SKL_SOFT_COM_001|SKL_SOFT_LDR_001,COG_CRT_001|COG_WMM_001,CL_IP_001|CL_EP_001|CL_LD_001,PRO_NON_001,BW_HGH_001,DEV_DTP_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.87,HIGH,2.0,2026-03-01,,active,True,True,True
426,Sales Interview Guide,Individual Test,"P,P",Personality & Behavior | Personality & Behavior,Sales,Director | Entry-Level | Executive | Front Line Manager | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Sales Interview Guide is an individual SHL assessment measuring Personality & Behavior and Personality & Behavior. Suitable for Director, Entry-Level candidates in Sales roles.",English International | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/sales-interview-guide/,Talent Acquisition,sales interview guide | personality & behavior | sales | interview | guide,JF_SAL_001,JL_DIR_001|JL_ENT_001|JL_EXC_001|JL_FLM_001|JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_SOFT_NEG_001|SKL_BUS_SAL_001|SKL_SOFT_COM_001|SKL_SOFT_LDR_001,,CL_IP_001|CL_EP_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
427,Sales Profiler Cards,Individual Test,P,Personality & Behavior,Sales,Director | Entry-Level | Executive | Front Line Manager | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Sales Profiler Cards is an individual SHL assessment measuring Personality & Behavior. Suitable for Director, Entry-Level candidates in Sales roles.",English International | Japanese | Finnish | English (South Africa),https://www.shl.com/products/product-catalog/view/sales-profiler-cards/,Talent Acquisition,sales profiler cards | personality & behavior | sales | profiler | cards,JF_SAL_001,JL_DIR_001|JL_ENT_001|JL_EXC_001|JL_FLM_001|JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_SOFT_NEG_001|SKL_BUS_SAL_001|SKL_SOFT_COM_001|SKL_SOFT_LDR_001,,CL_IP_001|CL_EP_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
428,Sales Transformation 1.0 - Individual Contributor,Individual Test,P,Personality & Behavior,Sales,Front Line Manager | General Population | Graduate | Manager | Mid-Professional | Professional Individual Contributor | Supervisor,,True,False,,"Sales Transformation 1.0 - Individual Contributor is an individual SHL assessment measuring Personality & Behavior. Suitable for Front Line Manager, General Population candidates in Sales roles.",English International | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/sales-transformation-report-individual-contributor/,Talent Acquisition,sales transformation 1.0 - individual contributor | personality & behavior | sales | transformation | individual | contributor,JF_SAL_001,JL_FLM_001|JL_GEN_001|JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001|JL_SUP_001,,SKL_SOFT_NEG_001|SKL_BUS_SAL_001|SKL_SOFT_COM_001|SKL_SOFT_LDR_001,,CL_IP_001|CL_EP_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
429,Sales Transformation 2.0 - Individual Contributor,Individual Test,P,Personality & Behavior,Sales,Front Line Manager | General Population | Graduate | Manager | Mid-Professional | Professional Individual Contributor | Supervisor,,True,False,,"Sales Transformation 2.0 - Individual Contributor is an individual SHL assessment measuring Personality & Behavior. Suitable for Front Line Manager, General Population candidates in Sales roles.",English (USA) | English International | French | German | Spanish | Chinese Simplified | Japanese | Latin American Spanish | English (South Africa),https://www.shl.com/products/product-catalog/view/salestransformationreport2-0-individualcontributor/,Talent Acquisition,sales transformation 2.0 - individual contributor | personality & behavior | sales | transformation | individual | contributor,JF_SAL_001,JL_FLM_001|JL_GEN_001|JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001|JL_SUP_001,,SKL_SOFT_NEG_001|SKL_BUS_SAL_001|SKL_SOFT_COM_001|SKL_SOFT_LDR_001,,CL_IP_001|CL_EP_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.8,MEDIUM,2.0,2026-03-01,,active,True,True,True
430,Sales Transformation Report 1.0 - Sales Manager,Individual Test,P,Personality & Behavior,Sales,Director | Executive | Front Line Manager | Graduate | Manager | Supervisor,,True,False,,"Sales Transformation Report 1.0 - Sales Manager is an individual SHL assessment measuring Personality & Behavior. Suitable for Director, Executive candidates in Sales roles.",English (USA) | English International | French | German | Spanish | Dutch | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/sales-transformation-report-sales-manager/,Talent Acquisition,sales transformation report 1.0 - sales manager | personality & behavior | sales | transformation | report | manager,JF_SAL_001,JL_DIR_001|JL_EXC_001|JL_FLM_001|JL_GRD_001|JL_MGR_001|JL_SUP_001,,SKL_SOFT_NEG_001|SKL_BUS_SAL_001|SKL_SOFT_COM_001|SKL_SOFT_LDR_001,,CL_IP_001|CL_EP_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.8,MEDIUM,2.0,2026-03-01,,active,True,True,True
